ca_id	site_id	part_id	clust_leg	clust_te
18299	1034	1	2	7
1746	6683	1	2	6
24255	2192	1	2	3
15974	5266	1	2	1
21306	324	1	2	4
722	1030	1	2	6
18407	1034	1	2	4
140	1172	1	2	2
268	1127	1	2	1
187	1027	1	2	6
181	281	1	2	1
178	281	1	2	7
11781	561	1	2	3
49530	6213	1	2	4
8699	15424	1	2	3
889	115210	1	2	4
262	282	1	2	7
24267	2192	1	2	3
18336	319	1	2	7
18244	1029	1	2	4
110	315	1	2	6
192	1007	1	2	1
24919	14069	1	2	5
16156	5265	1	2	5
1967	115103	1	2	5
17943	1968	1	2	3
17929	1968	1	2	5
18041	2748	1	2	1
20131	12007	1	2	2
482	1191	1	2	5
120	1042	1	2	5
11742	561	1	2	1
20130	12007	1	2	7
18098	5894	1	2	3
192	290	1	2	4
259	1127	1	2	6
24806	15292	1	2	1
77777	1152	1	2	4
17925	1968	1	2	3
544	6684	1	2	6
601	6663	1	2	4
17956	1968	1	2	3
350	1021	1	2	3
17616	2486	1	2	3
24978	14069	1	2	3
449	1064	1	2	5
189	290	1	2	4
20147	12007	1	2	5
18270	1029	1	2	7
127	1042	1	2	4
17963	1968	1	2	1
12255	5266	1	2	1
17930	1968	1	2	5
5193	1133	1	2	7
163	310	1	2	1
129	1042	1	2	5
603	1088	1	2	7
466	1072	1	2	6
9346	13970	1	2	3
613	1088	1	2	7
6829	2737	1	2	2
195	1033	1	2	6
50246	271	1	2	5
12219	5266	1	2	5
1665	251311	1	2	6
501	1084	1	2	7
20137	12007	1	2	1
21330	1029	1	2	4
101	315	1	2	6
8840	13242	1	2	2
510	1040	1	2	1
21265	318	1	2	7
9339	13970	1	2	3
24254	2192	1	2	3
174	1135	1	2	7
18214	1015	1	2	7
230	278	1	2	4
371	1192	1	2	5
16115	5265	1	2	5
13117	1029	1	2	6
1126	1057	1	2	4
315	1026	1	2	7
623	1082	1	2	2
6794	2737	1	2	5
64057	5901	1	2	1
980084	1094	1	2	3
17711	4205	1	2	1
24888	14069	1	2	1
24989	15292	1	2	3
16177	12477	1	2	3
9408	12072	1	2	3
49529	6213	1	2	2
606	1088	1	2	1
18101	5894	1	2	1
9333	13970	1	2	3
63254	3115	1	2	5
1010	1093	1	2	5
76752	5511	1	2	5
97	6661	1	2	1
15914	5266	1	2	4
9336	13970	1	2	3
18294	1029	1	2	4
15970	5266	1	2	5
1707	115187	1	2	6
16147	5265	1	2	3
356	1011	1	2	1
500	1068	1	2	7
17926	1968	1	2	3
12266	5266	1	2	5
8837	15309	1	2	7
6792	2737	1	2	5
1060	1031	1	2	5
1978	115220	1	2	5
64007	12477	1	2	3
9342	13970	1	2	3
45244	12007	1	2	5
6835	83	1	2	3
18037	2748	1	2	1
1802	6679	1	2	4
24262	2192	1	2	3
260	282	1	2	2
8793	13986	1	2	3
388	1051	1	2	7
17622	2459	1	2	1
1824	115143	1	2	4
11779	561	1	2	3
18104	5894	1	2	1
9409	12072	1	2	5
1301	130	1	2	4
49413	6208	1	2	7
50319	271	1	2	2
289	1042	1	2	6
17753	120	1	2	7
15964	5266	1	2	1
137	1042	1	2	1
21313	322	1	2	1
5197	1119	1	2	7
16169	12477	1	2	3
133	1042	1	2	1
980140	1094	1	2	4
980012	1094	1	2	5
264	1127	1	2	6
261	282	1	2	1
17631	2459	1	2	1
148	304	1	2	4
3811	5410	1	2	3
105	306	1	2	6
50328	271	1	2	4
133	306	1	2	6
1714	115177	1	2	6
21303	326	1	2	7
401	1037	1	2	7
6748	2262	1	2	2
1951	1038	1	2	5
76713	2113	1	2	3
980080	1094	1	2	1
64014	12477	1	2	3
25001	15292	1	2	3
9410	12072	1	2	5
1799	115193	1	2	2
11747	561	1	2	5
959	1042	1	2	4
16106	5265	1	2	3
24908	14069	1	2	3
194	1007	1	2	3
980097	1094	1	2	4
17754	120	1	2	2
18317	1034	1	2	2
17936	1968	1	2	5
618	1082	1	2	5
18396	1029	1	2	2
9370	14210	1	2	5
49534	6213	1	2	4
76750	2566	1	2	3
17904	5901	1	2	5
255	305	1	2	4
21322	1015	1	2	6
134	1042	1	2	1
18287	1029	1	2	5
1747	6681	1	2	7
24887	14069	1	2	7
440	1055	1	2	7
50241	271	1	2	2
149	308	1	2	4
1597	115157	1	2	6
15953	5266	1	2	3
1046	115161	1	2	4
980021	1094	1	2	5
453	1064	1	2	5
12222	5266	1	2	5
504	1052	1	2	1
9335	13970	1	2	3
24944	14069	1	2	3
21312	322	1	2	4
348	1054	1	2	3
980033	1094	1	2	5
131	306	1	2	6
1741	6683	1	2	1
1837	115185	1	2	6
756	6662	1	2	6
117	1031	1	2	4
15942	5266	1	2	2
18106	2458	1	2	5
17708	4205	1	2	1
8827	15309	1	2	2
587	6691	1	2	6
980026	1094	1	2	4
18335	320	1	2	7
257	1127	1	2	6
3814	5410	1	2	1
1800	115122	1	2	4
24990	15292	1	2	5
17756	120	1	2	3
252	1127	1	2	6
63240	2356	1	2	4
17738	1597	1	2	1
1302	130	2	2	4
16116	5265	1	2	5
17983	1968	1	2	1
1810	115139	1	2	2
3804	5410	1	2	5
17614	2486	1	2	3
17903	5901	1	2	5
50321	271	1	2	2
17727	2737	1	2	1
18360	1015	1	2	1
447	1075	1	2	1
20631	5261	1	2	5
18043	2748	1	2	5
5202	1132	1	2	7
16085	5265	1	2	5
16132	5265	1	2	3
9445	14490	1	2	3
441	1194	1	2	7
573	6669	1	2	4
980112	1094	1	2	1
18218	1015	1	2	6
49455	6214	1	2	2
3812	5410	1	2	3
18273	1029	1	2	4
16173	12477	1	2	3
17969	1968	1	2	3
191	290	1	2	1
3565	15001	1	2	7
50310	271	1	2	2
21289	318	1	2	4
9999967	1030	1	2	6
980113	1094	1	2	1
76712	2113	1	2	3
53619	1018	1	2	4
24875	14069	1	2	1
980082	1094	1	2	1
18192	1015	1	2	4
76729	5511	1	2	3
21310	322	1	2	1
627	1082	1	2	2
21302	1019	1	2	5
9435	13201	1	2	3
1706	115187	1	2	3
335	1015	1	2	3
11775	561	1	2	3
16149	5265	1	2	3
1812	6679	1	2	6
16099	5265	1	2	5
50300	271	1	2	1
16021	5266	1	2	5
15995	5266	1	2	1
503	1048	1	2	7
18318	1034	1	2	1
410	1002	1	2	4
18171	1029	1	2	1
8846	15425	1	2	1
45250	12007	1	2	4
164	310	1	2	4
1327	115159	1	2	6
20143	12007	1	2	7
256	1116	1	2	6
24931	14069	1	2	3
9436	13201	1	2	5
465	1188	1	2	2
6807	2737	1	2	5
6797	2737	1	2	3
1806	115171	1	2	2
405	1002	1	2	5
1813	6679	1	2	6
184	1140	1	2	6
16123	5265	1	2	5
30693	2192	1	2	5
49415	6208	1	2	4
24985	14069	1	2	1
5196	1119	1	2	7
50036	6338	1	2	6
29920	1968	1	2	7
169	287	1	2	4
9872	2192	1	2	7
24819	15292	1	2	3
628	1082	1	2	7
3593	15565	1	2	2
17882	5901	1	2	5
1332	115159	1	2	4
11740	561	1	2	5
9398	14022	1	2	3
554	1080	1	2	7
50299	271	1	2	2
50182	274	1	2	1
1744	6683	1	2	4
1980	115124	1	2	3
592	1082	1	2	1
262	1127	1	2	6
331	1021	1	2	5
18261	1029	1	2	7
29954	15424	1	2	3
430	1035	1	2	7
547	1080	1	2	4
189	1007	1	2	3
24904	14069	1	2	1
76753	5511	1	2	3
325	1054	1	2	3
980032	1094	1	2	5
49475	6231	1	2	2
15988	5266	1	2	1
9349	13970	1	2	3
110	6661	1	2	6
980123	1094	1	2	3
134	306	1	2	6
395	1022	1	2	6
21332	1015	1	2	6
248	305	1	2	7
558	6676	1	2	6
24937	14069	1	2	5
50176	274	1	2	4
508	1040	1	2	7
553	6684	1	2	6
64009	12477	1	2	3
980107	1094	1	2	6
12248	5266	1	2	1
6832	2737	1	2	5
16013	5266	1	2	1
16140	5265	1	2	5
171	287	1	2	4
275	1127	1	2	6
5195	1119	1	2	7
1	1031	1	2	3
104	1042	1	2	5
18035	2748	1	2	1
1802	115217	1	2	4
15922	5266	1	2	1
21317	320	1	2	6
17908	5901	1	2	5
30154	303481	1	2	1
17901	5901	1	2	5
619	1082	1	2	1
123	1029	1	2	5
50308	271	1	2	6
17630	2459	1	2	1
17907	5901	1	2	5
114	1031	1	2	4
190	290	1	2	4
9367	14210	1	2	2
15948	5266	1	2	2
17935	1968	1	2	1
12225	5266	1	2	3
17913	5901	1	2	5
24938	14069	1	2	3
6866	83	1	2	2
9898	2192	1	2	4
3567	13003	1	2	6
24952	14069	1	2	7
24878	14069	1	2	1
1639	115120	1	2	6
24831	15292	1	2	3
6749	2262	1	2	2
16182	5261	1	2	5
64015	12477	1	2	3
16143	5265	1	2	5
109	314	1	2	4
438	1055	1	2	7
886	115210	1	2	4
1693	115149	1	2	2
18361	1015	1	2	5
24906	14069	1	2	5
17966	1968	1	2	7
555	1079	1	2	1
16005	5266	1	2	1
109	1042	1	2	6
9366	14210	1	2	1
279	1127	1	2	6
30139	303481	1	2	1
396	1022	1	2	7
1737	6682	1	2	4
49471	6216	1	2	4
18038	2748	1	2	5
76732	5511	1	2	3
320	1025	1	2	5
621	1082	1	2	1
548	1080	1	2	6
17964	1968	1	2	5
586	6663	1	2	6
16125	11000	1	2	1
17747	120	1	2	3
20146	12007	1	2	7
41338	633	1	2	6
434	1035	1	2	7
49464	6214	1	2	7
24890	14069	1	2	1
5288	1161	1	2	5
50333	271	1	2	2
18224	1015	1	2	1
16183	5261	1	2	3
16029	5266	1	2	3
946	1042	1	2	6
24854	15292	1	2	3
8839	15309	1	2	2
184	1027	1	2	6
1803	6679	1	2	6
30163	303481	1	2	1
18286	1034	1	2	4
64010	12477	1	2	3
6861	83	1	2	6
18177	1029	1	2	6
6871	83	1	2	2
266	1127	1	2	6
18215	1015	1	2	4
15915	5266	1	2	5
50314	271	1	2	1
195	291	1	2	7
1983	115224	1	2	5
63250	2356	1	2	6
6837	83	1	2	2
9345	13970	1	2	3
162	310	1	2	5
16175	12477	1	2	3
5200	1118	1	2	7
50229	271	1	2	2
18374	1015	1	2	4
20138	12007	1	2	7
454	1077	1	2	6
20134	12007	1	2	7
12218	5266	1	2	3
1692	115149	1	2	6
6868	83	1	2	2
17933	1968	1	2	1
24874	14069	1	2	1
16097	5265	1	2	5
9368	14210	1	2	5
6806	2737	1	2	2
50239	271	1	2	2
17954	1968	1	2	5
17972	1968	1	2	5
12220	5266	1	2	3
199	283	1	2	7
8627	15622	1	2	1
24992	15292	1	2	3
24899	14069	1	2	1
518	1067	1	2	6
17709	4205	1	2	1
353	1011	1	2	1
344	1011	1	2	1
1716	115192	1	2	5
9391	14022	1	2	5
202	297	1	2	4
980172	1097	1	2	1
17659	2737	1	2	3
17927	1968	1	2	1
29613	1036	1	2	4
21314	1028	1	2	6
11807	2192	1	2	5
1713	115198	1	2	4
980152	1094	1	2	6
885	115210	1	2	4
536	1072	1	2	7
393	1022	1	2	1
18238	1029	1	2	4
336	1017	1	2	1
306	1060	1	2	4
141	294	1	2	1
6793	2737	1	2	2
12235	5266	1	2	5
1009	1093	1	2	4
269	1127	1	2	6
579	6686	1	2	6
49537	6213	1	2	1
5209	1148	1	2	7
18219	1015	1	2	6
434	1079	1	2	5
11749	561	1	2	6
18297	1034	1	2	7
626	1082	1	2	4
17640	2737	1	2	1
24941	14069	1	2	3
1708	115187	1	2	3
980171	1097	1	2	1
1836	115185	1	2	6
588	1082	1	2	1
50262	271	1	2	5
212	212	1	2	3
9413	12072	1	2	3
30155	303481	1	2	5
16114	5265	1	2	5
615	1091	1	2	7
18406	1015	1	2	4
1686	115105	1	2	6
8541	14524	1	2	2
50236	271	1	2	2
24917	14069	1	2	5
17735	2737	1	2	1
561	1079	1	2	4
4612	1045	1	2	5
18359	1015	1	2	5
174	1005	1	2	7
50234	271	1	2	2
11744	561	1	2	1
466	1188	1	2	5
307	1060	1	2	4
1697	115108	1	2	4
9364	13892	1	2	3
11760	561	1	2	3
593	1082	1	2	7
11752	561	1	2	1
17658	2737	1	2	5
64006	12477	1	2	3
1815	115180	1	2	1
17928	1968	1	2	3
50331	271	1	2	2
16083	5265	1	2	5
1804	6679	1	2	4
9378	13367	1	2	3
446	1069	1	2	4
9999968	1030	1	2	6
50307	271	1	2	2
588	6689	1	2	1
263	282	1	2	2
50223	271	1	2	2
505	1052	1	2	1
24812	15292	1	2	5
16102	5265	1	2	5
21328	1029	1	2	6
572	6669	1	2	6
980029	1094	1	2	5
50278	271	1	2	5
471	1076	1	2	3
93	302	1	2	6
18371	1015	1	2	6
24915	14069	1	2	5
1814	6679	1	2	4
76715	2113	1	2	1
17974	1968	1	2	5
64017	12477	1	2	3
1433	143	3	2	4
17744	120	1	2	5
16049	5266	1	2	1
16148	5265	1	2	5
24065	5410	1	2	5
316	1052	1	2	1
16050	5266	1	2	1
18375	1015	1	2	5
9384	14022	1	2	3
50269	271	1	2	2
18322	1029	1	2	3
316	1059	1	2	6
5205	1132	1	2	7
67	6687	1	2	7
15966	5266	1	2	3
20150	12007	1	2	7
23	901	1	2	3
125	1031	1	2	1
543	1080	1	2	1
6820	2737	1	2	2
16154	5265	1	2	5
343	1020	1	2	3
49467	6216	1	2	4
63253	2356	1	2	3
92	1042	1	2	5
17910	5901	1	2	1
12271	5266	1	2	3
9433	13201	1	2	3
73	6687	1	2	1
15968	5266	1	2	1
980085	1094	1	2	1
15987	5266	1	2	3
64058	5901	1	2	5
556	6676	1	2	6
980030	1094	1	2	5
7	901	1	2	3
17638	2737	1	2	5
481	1076	1	2	3
17642	2737	1	2	3
478	1076	1	2	4
342	1011	1	2	1
193	290	1	2	7
1638	115137	1	2	6
185	290	1	2	7
1973	115201	1	2	2
723	1030	1	2	6
546	1080	1	2	7
49418	6208	1	2	7
164	1005	1	2	7
49425	6208	1	2	4
18328	1034	1	2	5
9873	2192	1	2	3
1783	251152	1	2	4
64012	12477	1	2	3
16055	5266	1	2	1
264	282	1	2	1
16168	12477	1	2	5
1047	115169	1	2	4
602	6664	1	2	4
24942	14069	1	2	5
1808	6680	1	2	4
24984	14069	1	2	3
18194	1015	1	2	4
8683	15531	1	2	5
16174	12477	1	2	5
6813	2737	1	2	5
601	1082	1	2	6
759	6662	1	2	6
6754	2262	1	2	5
1058	1008	1	2	6
24951	14069	1	2	1
1966	115183	1	2	3
50251	271	1	2	2
392	1022	1	2	1
251	1127	1	2	7
991	1116	1	2	6
17885	5901	1	2	1
166	285	1	2	6
186	1027	1	2	6
293	1122	1	2	1
18230	1015	1	2	4
980039	1094	1	2	4
15936	5266	1	2	1
16166	12477	1	2	3
261	1127	1	2	6
85	295	1	2	4
1815	6679	1	2	1
545	6684	1	2	6
77777	1127	1	2	6
21305	324	1	2	1
18107	2740	1	2	5
314	1015	1	2	3
160	310	1	2	1
18331	321	1	2	2
589	1082	1	2	3
8845	15425	1	2	5
21280	318	1	2	7
18282	1034	1	2	4
246	305	1	2	4
49423	6208	1	2	4
15986	5266	1	2	4
9423	12739	1	2	5
50227	271	1	2	1
338	1011	1	2	4
17957	1968	1	2	2
12223	5266	1	2	3
17899	5901	1	2	5
20152	12007	1	2	7
8542	14524	1	2	2
11782	561	1	2	3
310	1053	1	2	6
18048	2748	1	2	1
50250	271	1	2	5
18296	1034	1	2	6
64016	12477	1	2	3
12199	1014	1	2	1
8623	11870	1	2	2
24837	15292	1	2	3
339	1054	1	2	3
332	1173	1	2	7
16008	5266	1	2	3
980020	1094	1	2	5
491	1067	1	2	6
446	1188	1	2	3
15924	5266	1	2	6
64008	12477	1	2	3
16101	5265	1	2	5
439	1055	1	2	7
24816	15292	1	2	5
12249	5266	1	2	6
18193	1015	1	2	4
1801	6679	1	2	4
11784	561	1	2	5
1687	115105	1	2	5
463	1188	1	2	3
63248	2356	1	2	3
16165	12477	1	2	3
17641	2737	1	2	2
952	1042	1	2	6
10	901	1	2	3
11743	561	1	2	6
17931	1968	1	2	3
96	307	1	2	4
21271	318	1	2	7
236	299	1	2	4
499	1065	1	2	1
76749	5511	1	2	3
49480	6215	1	2	5
9369	14210	1	2	1
20634	5261	1	2	3
20635	5261	1	2	7
91	1042	1	2	5
1952	1038	1	2	4
597	1082	1	2	5
954	1042	1	2	6
30151	303481	1	2	5
1721	115163	1	2	3
9999970	1059	1	2	7
21070	1093	1	2	1
1770	6670	1	2	7
18293	1029	1	2	4
15994	5266	1	2	5
468	1076	1	2	3
24876	14069	1	2	1
9358	10187	1	2	3
15919	5266	1	2	1
11735	4064	1	2	5
18298	1034	1	2	6
24814	15292	1	2	5
91	6661	1	2	6
17970	1968	1	2	3
50037	6337	1	2	4
17902	5901	1	2	3
24	901	1	2	3
18399	1015	1	2	4
19303	1034	1	2	4
1722	115145	1	2	3
18380	1015	1	2	1
50180	274	1	2	1
124	1042	1	2	6
11755	561	1	2	1
24818	15292	1	2	5
170	1005	1	2	7
15952	5266	1	2	2
17884	5901	1	2	5
12276	5266	1	2	3
15951	5266	1	2	1
472	1076	1	2	3
9874	2192	1	2	3
24993	15292	1	2	3
17651	2737	1	2	5
11777	561	1	2	6
16051	5266	1	2	1
11741	561	1	2	5
21273	318	1	2	7
590	6690	1	2	4
12229	5266	1	2	3
962	1042	1	2	6
1003	1003	1	2	3
17976	1968	1	2	5
16167	12477	1	2	3
3798	5410	1	2	5
50222	271	1	2	2
106	6661	1	2	1
980027	1094	1	2	2
17729	2737	1	2	2
253	1127	1	2	6
12258	5266	1	2	1
17877	5901	1	2	5
21315	1047	1	2	6
50225	271	1	2	3
8838	15309	1	2	2
17967	1968	1	2	5
24920	14069	1	2	5
1696	115195	1	2	6
173	1005	1	2	7
560	6676	1	2	6
168	1005	1	2	7
21286	318	1	2	6
18354	1014	1	2	4
541	1080	1	2	7
69	6687	1	2	4
6869	83	1	2	2
1810	251391	1	2	2
242	285	1	2	6
64013	12477	1	2	3
213111	322	1	2	5
21277	318	1	2	7
30156	303481	1	2	3
1811	6682	1	2	6
9387	14022	1	2	3
1231	1050	1	2	4
74	6687	1	2	7
12200	1029	1	2	1
1820	6683	1	2	4
17871	5901	1	2	5
15918	5266	1	2	1
239	286	1	2	4
16145	5265	1	2	5
93	6661	1	2	6
16179	2861	1	2	4
1403	1009	1	2	6
566	1079	1	2	1
980108	1094	1	2	6
117	251561	1	2	1
17743	120	1	2	4
20140	12007	1	2	1
204	281	1	2	1
980154	1095	1	2	4
21274	318	1	2	7
891	115210	1	2	4
894	115210	1	2	4
24973	14069	1	2	5
50237	271	1	2	2
16024	5266	1	2	1
15978	5266	1	2	1
17748	120	1	2	5
132	306	1	2	6
17637	2737	1	2	3
16108	5265	1	2	3
50261	271	1	2	2
15941	5266	1	2	1
53501	1127	1	2	3
897	115210	1	2	4
101	6661	1	2	6
9401	14022	1	2	3
24995	15292	1	2	1
443	1051	1	2	1
50280	271	1	2	2
16090	5265	1	2	5
1807	251562	1	2	6
21268	318	1	2	7
6788	2737	1	2	3
17629	2459	1	2	7
980101	1094	1	2	5
5278	1186	1	2	7
18170	1029	1	2	4
598	1082	1	2	1
50173	272	1	2	2
136	1042	1	2	1
184	290	1	2	4
980081	1094	1	2	1
419	1002	1	2	5
157	281	1	2	7
66	6687	1	2	6
18320	1034	1	2	1
1718	115104	1	2	2
3803	5410	1	2	7
17663	2737	1	2	1
21318	325	1	2	4
958	1042	1	2	5
980019	1094	1	2	5
17987	1968	1	2	5
9437	13201	1	2	3
12236	5266	1	2	4
583	6663	1	2	6
17626	2459	1	2	2
16139	5265	1	2	3
17888	5901	1	2	1
167	1005	1	2	1
29611	1036	1	2	4
548	6684	1	2	6
3528	13946	1	2	3
1751	6683	1	2	6
103	306	1	2	6
18284	1034	1	2	1
6810	2737	1	2	5
1806	6679	1	2	4
194	290	1	2	4
12267	5266	1	2	1
1809	6680	1	2	6
1666	115131	1	2	6
253	305	1	2	1
16030	5266	1	2	3
16025	5266	1	2	5
16151	5265	1	2	5
102	6661	1	2	6
9420	12739	1	2	2
950	1042	1	2	4
24884	14069	1	2	3
18378	1015	1	2	4
1982	115181	1	2	5
24922	14069	1	2	3
17646	2737	1	2	1
19286	1034	1	2	7
961	1042	1	2	6
24829	15292	1	2	1
17951	1968	1	2	1
16042	5266	1	2	1
30148	303481	1	2	4
9392	14022	1	2	3
9396	14022	1	2	3
63220	2356	1	2	4
5343	1134	1	2	7
16092	5265	1	2	3
1691	115149	1	2	6
16153	5265	1	2	5
9388	14022	1	2	1
45247	12007	1	2	5
24066	5410	1	2	5
17732	2737	1	2	1
119	1031	1	2	4
18392	1014	1	2	1
77777	1079	1	2	6
9426	12739	1	2	3
15917	5266	1	2	1
191	1033	1	2	4
17895	5901	1	2	5
17761	120	1	2	4
17953	1968	1	2	5
24871	15292	1	2	1
17746	120	1	2	1
273	1127	1	2	6
18370	1014	1	2	2
176	290	1	2	7
1739	6683	1	2	4
163	1005	1	2	7
76725	5511	1	2	3
15992	5266	1	2	1
258	282	1	2	4
24064	5410	1	2	3
5241	1168	1	2	4
9417	12072	1	2	3
9394	14022	1	2	3
24999	15292	1	2	1
64055	5901	1	2	3
9999962	1036	1	2	6
6750	2262	1	2	5
17634	2459	1	2	5
18300	1034	1	2	6
21335	1015	1	2	6
276	1127	1	2	6
158	281	1	2	4
24930	14069	1	2	3
24839	15292	1	2	3
17978	1968	1	2	3
11774	561	1	2	3
6808	2737	1	2	1
495	1083	1	2	7
18032	2748	1	2	1
20151	12007	1	2	1
330	1011	1	2	1
17615	2486	1	2	1
11736	4064	1	2	7
24840	15292	1	2	3
76748	5511	1	2	5
352	1011	1	2	4
591	6690	1	2	4
24841	15292	1	2	3
473	1076	1	2	4
50322	271	1	2	2
980166	1096	1	2	7
15939	5266	1	2	1
50298	271	1	2	5
18182	1015	1	2	5
18242	1029	1	2	4
24909	14069	1	2	3
49527	6213	1	2	5
64011	12477	1	2	3
349	1020	1	2	4
12246	5266	1	2	6
11745	561	1	2	5
16121	5265	1	2	5
24825	15292	1	2	1
24936	14069	1	2	4
155	281	1	2	1
20636	5258	1	2	3
17605	5303	1	2	5
24914	14069	1	2	3
21300	317	1	2	4
1303	130	3	2	4
17736	2737	1	2	3
241	296	1	2	4
18100	5894	1	2	2
50316	271	1	2	1
50281	271	1	2	2
951	1042	1	2	6
1191	1191	1	2	4
18316	1034	1	2	7
305	1060	1	2	4
50324	271	1	2	2
103	1042	1	2	5
24945	14069	1	2	3
8543	14524	1	2	6
50283	271	1	2	4
16104	5265	1	2	5
1084	1031	1	2	4
980158	1096	1	2	6
11787	561	1	2	1
3540	10225	1	2	7
357	1001	1	2	1
21994	10080	1	2	1
16023	5266	1	2	2
49001	6128	1	2	3
17612	2486	1	2	1
141	1005	1	2	5
980116	1094	1	2	1
513	1067	1	2	6
980024	1094	1	2	1
11729	4064	1	2	7
198	301	1	2	4
329	1014	1	2	5
50228	271	1	2	2
18040	2748	1	2	7
17757	120	1	2	5
160	1005	1	2	7
407	1002	1	2	5
6830	2737	1	2	5
165	310	1	2	4
17745	120	1	2	1
16112	5265	1	2	5
24898	14069	1	2	3
9385	14022	1	2	3
315	1059	1	2	7
29608	1036	1	2	4
254	305	1	2	6
203	281	1	2	7
980132	1094	1	2	6
612	1088	1	2	7
9354	13970	1	2	3
1081	1036	1	2	6
9403	14022	1	2	3
18333	321	1	2	4
49531	6213	1	2	4
980090	1094	1	2	5
18189	1015	1	2	4
943	1059	1	2	6
256	311	1	2	5
15943	5266	1	2	2
3602	15565	1	2	2
18099	5894	1	2	1
18033	2748	1	2	1
172	287	1	2	4
21307	322	1	2	4
980130	1094	1	2	6
147	1005	1	2	5
5206	1132	1	2	7
116	1031	1	2	3
157	1005	1	2	1
64005	12477	1	2	3
15954	5266	1	2	3
6870	83	1	2	2
193	1039	1	2	1
353	1029	1	2	5
50289	271	1	2	2
12269	5266	1	2	1
9340	13970	1	2	3
24880	14069	1	2	5
16087	5265	1	2	5
333	1001	1	2	1
16180	5795	1	2	3
15931	5266	1	2	2
17952	1968	1	2	1
45248	12007	1	2	4
20141	12007	1	2	7
980155	1095	1	2	1
346	1011	1	2	1
49485	6224	1	2	5
408	1002	1	2	1
345	1011	1	2	1
595	1082	1	2	1
9380	13367	1	2	3
12244	5266	1	2	3
8850	14676	1	2	5
317	1052	1	2	1
6828	2737	1	2	5
549	6684	1	2	6
76	6671	1	2	6
12237	5266	1	2	1
9421	12739	1	2	3
17961	1968	1	2	5
92	6661	1	2	6
16038	5266	1	2	2
355	1011	1	2	1
980053	1094	1	2	5
17611	5303	1	2	5
8628	15622	1	2	6
821	1005	1	2	7
16103	5265	1	2	5
50291	271	1	2	5
259	282	1	2	2
9999964	1036	1	2	2
12273	5266	1	2	3
50242	271	1	2	2
460	1065	1	2	4
5201	1118	1	2	7
1684	115105	1	2	6
1816	6680	1	2	6
274	1127	1	2	6
6850	83	1	2	5
5199	1118	1	2	1
16028	5266	1	2	1
24943	14069	1	2	5
412	1002	1	2	6
9344	13970	1	2	3
277	1127	1	2	6
426	1035	1	2	5
16109	5265	1	2	5
186	290	1	2	4
17893	5901	1	2	3
887	115210	1	2	4
50238	271	1	2	2
617	1082	1	2	1
16152	5265	1	2	5
16033	5266	1	2	2
18307	1034	1	2	1
17984	1968	1	2	1
15983	5266	1	2	3
16142	5265	1	2	5
17759	120	1	2	5
1685	115105	1	2	6
24955	14069	1	2	5
1970	115197	1	2	3
24979	14069	1	2	1
18185	1015	1	2	4
50277	271	1	2	2
9341	13970	1	2	3
1694	115149	1	2	6
17968	1968	1	2	1
159	1005	1	2	4
18183	1015	1	2	7
481	1191	1	2	2
335	1048	1	2	5
1719	115186	1	2	3
21068	1093	1	2	4
201	1041	1	2	4
278	1127	1	2	6
16110	5265	1	2	5
18281	1034	1	2	4
16015	5266	1	2	5
17644	2737	1	2	3
190	1039	1	2	6
18347	1014	1	2	4
61128	12007	1	2	4
17939	1968	1	2	3
131	1042	1	2	6
17924	1968	1	2	5
50332	271	1	2	2
4	901	1	2	3
11759	561	1	2	5
9441	12442	1	2	3
16052	5266	1	2	4
11730	4064	1	2	1
130	1042	1	2	4
15947	5266	1	2	2
50301	271	1	2	2
24940	14069	1	2	3
159	310	1	2	4
12270	5266	1	2	6
341	1011	1	2	1
17662	2737	1	2	1
9438	13201	1	2	3
6876	83	1	2	2
9427	12739	1	2	4
550	6684	1	2	4
6842	83	1	2	2
502	1048	1	2	6
16002	5266	1	2	1
17617	2486	1	2	1
30153	303481	1	2	1
2	1031	1	2	3
21276	318	1	2	4
61125	12007	1	2	4
24925	14069	1	2	3
86	303	1	2	4
63241	2356	1	2	4
1771	6670	1	2	4
17977	1968	1	2	1
980011	1094	1	2	1
16113	5265	1	2	5
16107	5265	1	2	5
12254	5266	1	2	6
1752	6682	1	2	4
16136	5265	1	2	5
12259	5266	1	2	3
249	1127	1	2	7
29939	5266	1	2	3
90	1042	1	2	4
6798	2737	1	2	3
11757	561	1	2	1
46393	12007	1	2	3
50303	271	1	2	3
21319	1015	1	2	4
235	299	1	2	7
2103	210	3	2	3
113	1031	1	2	4
311	1053	1	2	6
455	1077	1	2	4
20162	12072	1	2	6
24901	14069	1	2	5
573	1081	1	2	5
63251	2356	1	2	4
8829	15309	1	2	4
24861	15292	1	2	1
6824	2737	1	2	2
329	1010	1	2	1
1736	6682	1	2	6
572	1087	1	2	5
6746	2262	1	2	2
579	1088	1	2	7
309	1053	1	2	6
280	1042	1	2	4
9440	12442	1	2	3
17942	1968	1	2	3
45956	12007	1	2	5
16131	5265	1	2	3
8685	13964	1	2	5
16172	12477	1	2	3
17755	120	1	2	1
17623	2459	1	2	7
6834	83	1	2	2
980086	1094	1	2	5
3523	15736	1	2	2
16010	5266	1	2	3
17639	2737	1	2	1
18196	1015	1	2	4
11809	2192	1	2	5
963	1042	1	2	6
20155	12007	1	2	1
50232	271	1	2	2
