ca_id	part_id	site_id	mclust	clust_hard	clust_col
5194	1	1133	6	4	3
391	1	1044	6	4	3
178	1	281	6	3	3
49530	1	6213	6	3	3
20130	1	12007	6	3	1
533	1	1063	6	4	4
41326	1	5257	6	1	1
189	1	290	6	3	1
49518	1	6215	6	4	4
5193	1	1133	6	3	3
163	1	310	6	3	3
17737	1	2737	6	1	1
195	1	1033	6	4	3
406	1	1002	6	1	1
417	1	1002	6	1	1
18291	1	1029	6	4	4
230	1	278	6	4	3
272	1	1042	6	4	4
361	1	1011	6	4	4
177	1	281	6	4	4
623	1	1082	6	3	3
49529	1	6213	6	1	1
122	1	1042	6	4	3
49522	1	6224	6	4	4
97	1	6661	6	1	1
18323	1	1029	6	4	3
18234	1	1015	6	4	4
17915	1	5901	6	1	1
5345	1	1142	6	1	1
49413	1	6208	6	3	3
5197	1	1119	6	1	1
50328	1	271	6	3	3
63223	1	3115	6	4	4
389	1	1013	6	4	3
18203	1	1015	6	4	4
21303	1	326	6	1	1
401	1	1037	6	3	3
18269	1	1029	6	3	3
49534	1	6213	6	3	1
50179	1	274	6	4	4
30140	1	303481	6	4	3
178	1	1005	6	4	3
24887	1	14069	6	1	1
149	1	308	6	3	3
50247	1	271	6	4	3
21312	1	322	6	1	1
18252	1	1029	6	4	3
117	1	1031	6	3	3
8827	1	15309	6	3	3
144	1	276	6	1	1
18335	1	320	6	3	3
8740	1	13862	6	1	1
18401	1	1014	6	4	4
292	1	1042	6	4	4
437	1	1055	6	4	4
18360	1	1015	6	3	1
24263	1	2192	6	1	1
447	1	1075	6	1	1
49416	1	6208	6	4	4
5202	1	1132	6	1	1
616	1	1091	6	4	3
21310	1	322	6	1	1
627	1	1082	6	3	1
30141	1	303481	6	4	4
503	1	1048	6	3	3
410	1	1002	6	1	1
45250	1	12007	6	3	3
256	1	1116	6	3	1
50273	1	271	6	4	3
465	1	1188	6	4	3
1011	1	1093	6	1	1
184	1	1140	6	3	3
5196	1	1119	6	3	1
50036	1	6338	6	3	3
29920	1	1968	6	3	3
169	1	287	6	3	3
398	1	1037	6	1	1
1788	1	115150	6	4	3
1332	1	115159	6	1	1
554	1	1080	6	3	1
50182	1	274	6	4	3
196	1	291	6	1	1
211	1	290	6	4	3
29963	1	15375	6	1	1
18261	1	1029	6	3	3
430	1	1035	6	1	1
326	1	1011	6	1	1
402	1	1037	6	1	1
428	1	1035	6	1	1
49475	1	6231	6	1	1
50176	1	274	6	3	3
20153	1	12007	6	1	1
30142	1	303481	6	4	4
594	1	1089	6	4	4
5195	1	1119	6	3	3
50308	1	271	6	1	1
49466	1	6227	6	4	4
24952	1	14069	6	1	1
49477	1	6224	6	4	4
3796	1	5410	6	1	1
609	1	1088	6	4	3
17966	1	1968	6	3	3
396	1	1022	6	1	1
49471	1	6216	6	3	3
41338	1	633	6	1	1
434	1	1035	6	1	1
49464	1	6214	6	3	3
18286	1	1034	6	3	3
200	1	298	6	4	3
63250	1	2356	6	3	3
162	1	310	6	3	3
5200	1	1118	6	4	3
18374	1	1015	6	3	3
20138	1	12007	6	1	1
49458	1	6214	6	4	3
454	1	1077	6	1	1
20134	1	12007	6	3	3
278	1	1042	6	4	4
1692	1	115149	6	3	3
50239	1	271	6	3	3
518	1	1067	6	1	1
17709	1	4205	6	3	1
353	1	1011	6	3	3
1713	1	115198	6	1	1
980152	1	1094	6	1	1
1009	1	1093	6	1	1
269	1	1127	6	1	1
980050	1	1094	6	4	3
5209	1	1148	6	1	1
948	1	1042	6	4	4
626	1	1082	6	4	3
615	1	1091	6	4	3
50236	1	271	6	1	1
18227	1	1015	6	4	3
307	1	1060	6	3	3
593	1	1082	6	4	3
45960	1	12007	6	1	1
523	1	1067	6	4	4
9999968	1	1030	6	3	3
9895	1	2192	6	1	1
21328	1	1029	6	1	1
5192	1	1133	6	4	4
102	1	315	6	4	3
63224	1	3115	6	4	3
30161	1	303481	6	1	1
18233	1	1015	6	4	4
610	1	1088	6	4	4
5205	1	1132	6	1	1
67	1	6687	6	1	1
934	1	115121	6	1	1
18220	1	1015	6	1	1
49467	1	6216	6	4	3
73	1	6687	6	3	3
9999969	1	1030	6	4	4
49418	1	6208	6	1	1
49425	1	6208	6	3	1
24071	1	5410	6	1	1
202	1	1033	6	4	4
431	1	1035	6	1	1
251	1	1127	6	3	3
18230	1	1015	6	3	3
442	1	1055	6	4	4
18331	1	321	6	3	3
49520	1	6224	6	4	4
18282	1	1034	6	3	3
246	1	305	6	3	3
49423	1	6208	6	3	3
409	1	1002	6	1	1
15986	1	5266	6	3	3
5240	1	1168	6	4	4
338	1	1011	6	3	3
6849	1	83	6	1	1
20152	1	12007	6	1	1
18369	1	1015	6	4	3
49462	1	6214	6	4	3
332	1	1173	6	3	3
21309	1	322	6	1	1
491	1	1067	6	1	1
540	1	1080	6	4	4
439	1	1055	6	3	3
12249	1	5266	6	3	3
18292	1	1029	6	4	4
30150	1	303481	6	1	1
236	1	299	6	3	3
18293	1	1029	6	3	3
9999965	1	1036	6	4	4
50037	1	6337	6	1	1
19303	1	1034	6	3	3
394	1	1022	6	1	1
8742	1	13862	6	1	1
3810	1	5410	6	1	1
980027	1	1094	6	1	1
17729	1	2737	6	1	1
253	1	1127	6	3	3
12258	1	5266	6	1	1
1331	1	115135	6	1	1
21286	1	318	6	3	3
541	1	1080	6	3	1
69	1	6687	6	4	3
17749	1	120	6	1	1
30157	1	303481	6	4	4
21277	1	318	6	1	1
267	1	1042	6	4	4
15962	1	5266	6	1	1
592	1	6678	6	4	4
980108	1	1094	6	1	1
980154	1	1095	6	3	3
68607	1	15997	6	4	4
414	1	1002	6	1	1
50280	1	271	6	3	3
5278	1	1186	6	3	3
50173	1	272	6	1	1
9999971	1	1042	6	4	4
29610	1	1036	6	4	4
12236	1	5266	6	1	1
29611	1	1036	6	3	3
253	1	305	6	1	1
950	1	1042	6	4	3
15956	1	5266	6	1	1
19286	1	1034	6	3	3
46392	1	12007	6	4	4
5343	1	1134	6	1	1
1895	1	251391	6	1	1
119	1	1031	6	3	3
274	1	1042	6	1	1
191	1	1033	6	3	3
5241	1	1168	6	4	3
21284	1	318	6	4	4
21287	1	318	6	1	1
495	1	1083	6	4	3
352	1	1011	6	3	3
411	1	1002	6	1	1
349	1	1020	6	3	3
980018	1	1094	6	4	3
21300	1	317	6	1	1
49417	1	6208	6	4	4
18163	1	1029	6	4	4
951	1	1042	6	1	1
18316	1	1034	6	1	1
50283	1	271	6	4	3
3540	1	10225	6	4	3
5107	1	1186	6	4	4
11729	1	4064	6	1	1
198	1	301	6	3	3
160	1	1005	6	3	3
165	1	310	6	1	1
49479	1	6224	6	4	3
29608	1	1036	6	3	3
612	1	1088	6	1	1
1081	1	1036	6	3	3
49531	1	6213	6	3	3
980130	1	1094	6	4	3
252	1	305	6	4	4
690	1	251181	6	1	1
24069	1	5410	6	1	1
18228	1	1015	6	4	3
413	1	1002	6	1	1
45248	1	12007	6	1	1
345	1	1011	6	3	3
21360	1	326	6	4	4
76719	1	2113	6	1	1
249	1	1041	6	4	4
418	1	1002	6	1	1
9999964	1	1036	6	3	3
5201	1	1118	6	3	3
50272	1	271	6	4	4
412	1	1002	6	1	1
174	1	287	6	1	1
186	1	290	6	1	1
18307	1	1034	6	1	1
18272	1	1029	6	4	4
18185	1	1015	6	3	3
5208	1	1132	6	4	3
245	1	305	6	4	4
159	1	1005	6	3	3
481	1	1191	6	3	3
21068	1	1093	6	3	1
278	1	1127	6	1	1
131	1	1042	6	3	1
18278	1	1034	6	4	3
16052	1	5266	6	3	3
12270	1	5266	6	3	3
469	1	1076	6	4	4
138	1	294	6	1	1
9427	1	12739	6	3	3
502	1	1048	6	4	3
21276	1	318	6	1	1
12254	1	5266	6	1	1
249	1	1127	6	3	3
61111	1	12007	6	4	3
21319	1	1015	6	1	1
49486	1	6224	6	4	4
455	1	1077	6	1	1
8829	1	15309	6	3	3
24861	1	15292	6	3	3
579	1	1088	6	4	3
280	1	1042	6	4	3
24912	1	14069	6	1	1
963	1	1042	6	1	1
575	1	1081	6	3	3
21308	1	322	6	1	1
50326	1	271	6	4	3
515	1	1126	6	3	3
611	1	1088	6	3	3
424	1	1002	6	1	1
1738	1	6682	6	3	3
18235	1	1015	6	4	4
