ca_id	part_id	site_id	mclust	clust_hard	clust_col
9999972	1	1042	6	1	1
534	1	1063	6	4	4
176	1	1029	6	4	4
18274	1	1029	6	1	1
126	1	1042	6	1	1
18362	1	1014	6	4	3
18046	1	2748	6	1	1
89	1	1042	6	3	3
11746	1	561	7	1	1
17941	1	1968	7	1	1
18319	1	1034	7	3	3
76720	1	2113	7	1	1
24101	1	2192	7	1	1
11751	1	561	7	1	1
18381	1	1014	7	3	3
1329	1	115135	7	1	1
24859	1	15292	7	3	1
182	1	281	7	1	1
512	1	1040	7	3	3
18338	1	323	7	3	3
574	1	1081	7	4	3
8841	1	13242	7	1	1
17873	1	5901	7	1	1
6865	1	83	7	3	3
250	1	305	7	3	3
24891	1	14069	7	1	1
15980	1	5266	7	3	3
1740	1	6683	7	3	1
98	1	6661	7	1	1
24889	1	14069	7	1	1
21288	1	318	7	1	1
21262	1	318	7	4	4
24253	1	2192	7	3	3
1742	1	6683	7	1	1
21272	1	318	7	1	1
167	1	312	7	1	1
452	1	1064	7	1	1
24261	1	2192	7	1	1
95	1	6661	7	1	1
8586	1	11911	7	1	1
17733	1	2737	7	1	1
20125	1	12007	7	3	1
6873	1	83	7	3	3
216	1	290	7	1	1
142	1	275	7	3	3
1798	1	115193	7	1	1
89	1	1031	7	4	3
170	1	287	7	1	1
187	1	290	7	3	3
17625	1	2459	7	1	1
21296	1	317	7	1	1
18254	1	1029	7	4	3
980144	1	1094	7	1	1
18036	1	2748	7	3	3
8551	1	11911	7	1	1
11754	1	561	7	3	1
17945	1	1968	7	1	1
24820	1	15292	7	4	3
980102	1	1094	7	1	1
980156	1	1095	7	4	3
6822	1	2737	7	1	1
328	1	1048	7	1	1
179	1	281	7	1	1
6757	1	70	7	3	3
604	1	1088	7	4	4
6867	1	83	7	3	3
88	1	280	7	4	3
18313	1	1034	7	1	1
17734	1	2737	7	1	1
18407	1	1034	7	1	1
140	1	1172	7	1	1
181	1	281	7	3	3
24062	1	5410	7	1	1
6816	1	2737	7	1	1
262	1	282	7	3	1
18336	1	319	7	3	3
125	1	6677	7	1	1
1599	1	115200	7	1	1
24806	1	15292	7	4	3
1745	1	6683	7	1	1
21297	1	317	7	1	1
603	1	1088	7	4	3
16007	1	5266	7	1	1
6854	1	83	7	1	1
8840	1	13242	7	3	1
21265	1	318	7	4	4
174	1	1135	7	3	3
17711	1	4205	7	1	1
86	1	1042	7	1	1
606	1	1088	7	4	3
260	1	282	7	3	3
17932	1	1968	7	1	1
17622	1	2459	7	1	1
403	1	1037	7	1	1
18104	1	5894	7	3	1
21313	1	322	7	1	1
6748	1	2262	7	3	3
9410	1	12072	7	3	3
1799	1	115193	7	3	3
7376	1	1041	7	4	3
980097	1	1094	7	3	3
17754	1	120	7	1	1
18317	1	1034	7	3	3
440	1	1055	7	3	1
980033	1	1094	7	3	3
1741	1	6683	7	3	3
6755	1	840	7	1	1
24990	1	15292	7	1	1
12221	1	5266	7	1	1
21295	1	318	7	1	1
17738	1	1597	7	3	1
1965	1	115151	7	1	1
21298	1	317	7	1	1
1810	1	115139	7	1	1
8822	1	10622	7	1	1
16044	1	5266	7	1	1
17962	1	1968	7	1	1
11786	1	561	7	1	1
16128	1	5265	7	1	1
6839	1	83	7	1	1
18318	1	1034	7	3	3
18171	1	1029	7	1	1
8846	1	15425	7	3	1
429	1	1035	7	1	1
21299	1	317	7	1	1
18223	1	1015	7	1	1
9872	1	2192	7	3	1
628	1	1082	7	3	3
3593	1	15565	7	1	1
126	1	303	7	4	3
1662	1	115196	7	1	1
508	1	1040	7	3	3
103	1	6661	7	1	1
17985	1	1968	7	1	1
9367	1	14210	7	1	1
6866	1	83	7	3	3
6838	1	83	7	4	3
1693	1	115149	7	4	3
555	1	1079	7	3	1
20146	1	12007	7	1	1
222	1	1041	7	4	4
17959	1	1968	7	1	1
18224	1	1015	7	3	3
16120	1	5265	7	1	1
8839	1	15309	7	1	1
24803	1	15292	7	4	4
6871	1	83	7	4	3
5361618	1	1018	7	4	3
6837	1	83	7	1	1
16018	1	5266	7	1	1
6868	1	83	7	3	1
199	1	283	7	3	1
87	1	303	7	4	3
29613	1	1036	7	3	3
17938	1	1968	7	1	1
536	1	1072	7	3	3
141	1	294	7	3	3
6793	1	2737	7	4	3
17640	1	2737	7	1	1
6875	1	83	7	1	1
588	1	1082	7	4	3
8541	1	14524	7	1	1
16093	1	5265	7	1	1
11744	1	561	7	3	3
6735	1	2262	7	1	1
1815	1	115180	7	1	1
263	1	282	7	3	3
1809	1	251391	7	1	1
24812	1	15292	7	3	3
18277	1	1029	7	4	4
20150	1	12007	7	3	3
18186	1	1015	7	4	4
543	1	1080	7	3	3
6820	1	2737	7	1	1
20645	1	4248	7	1	1
21321	1	1015	7	1	1
6825	1	2737	7	1	1
17979	1	1968	7	1	1
342	1	1011	7	3	3
193	1	290	7	1	1
185	1	290	7	3	1
6741	1	2262	7	1	1
546	1	1080	7	3	3
18194	1	1015	7	3	3
17875	1	5901	7	1	1
392	1	1022	7	1	1
293	1	1122	7	3	3
1826	1	115140	7	1	1
85	1	295	7	3	1
21305	1	324	7	3	3
20149	1	12007	7	1	1
160	1	310	7	3	3
8845	1	15425	7	3	3
6756	1	840	7	1	1
21280	1	318	7	3	3
17741	1	120	7	1	1
12199	1	1014	7	3	1
8623	1	11870	7	3	3
21279	1	318	7	4	4
18334	1	319	7	4	4
76716	1	2113	7	1	1
580	1	1088	7	4	4
18193	1	1015	7	3	3
188	1	290	7	1	1
21271	1	318	7	1	1
20148	1	12007	7	1	1
6852	1	83	7	1	1
1770	1	6670	7	3	3
18399	1	1015	7	4	3
9889	1	2192	7	1	1
15952	1	5266	7	3	3
156	1	281	7	1	1
21273	1	318	7	1	1
18045	1	2748	7	1	1
16026	1	5266	7	1	1
24073	1	2192	7	1	1
547	1	6684	7	1	1
8838	1	15309	7	1	1
6869	1	83	7	3	3
1810	1	251391	7	1	1
24867	1	15292	7	1	1
6818	1	2737	7	1	1
1231	1	1050	7	1	1
12200	1	1029	7	3	1
566	1	1079	7	1	1
577	1	1088	7	4	3
204	1	281	7	1	1
21274	1	318	7	1	1
50288	1	271	7	1	1
21268	1	318	7	1	1
17629	1	2459	7	3	1
18170	1	1029	7	3	3
598	1	1082	7	4	3
18279	1	1034	7	1	1
157	1	281	7	3	3
196	1	1033	7	4	3
1718	1	115104	7	3	1
21318	1	325	7	1	1
17626	1	2459	7	3	1
6	1	901	7	1	1
6790	1	2737	7	1	1
9420	1	12739	7	3	3
24829	1	15292	7	3	3
9388	1	14022	7	3	1
24066	1	5410	7	1	1
3526	1	10807	7	1	1
18392	1	1014	7	1	1
20139	1	12007	7	1	1
17746	1	120	7	1	1
18370	1	1014	7	1	1
258	1	282	7	3	3
24999	1	15292	7	3	3
158	1	281	7	1	1
7372	1	1041	7	3	3
18032	1	2748	7	4	3
17615	1	2486	7	3	3
11736	1	4064	7	3	3
50296	1	271	7	1	1
18182	1	1015	7	3	3
6841	1	83	7	1	1
15959	1	5266	7	1	1
155	1	281	7	1	1
241	1	296	7	1	1
596	1	1082	7	4	4
16023	1	5266	7	3	3
17612	1	2486	7	3	3
203	1	281	7	1	1
115	1	1031	7	4	3
18189	1	1015	7	1	1
3602	1	15565	7	1	1
459	1	1077	7	4	3
111	1	1042	7	1	1
7375	1	1041	7	4	3
8848	1	14676	7	1	1
17887	1	5901	7	1	1
20141	1	12007	7	3	1
595	1	1082	7	3	3
17948	1	1968	7	1	1
259	1	282	7	3	1
16150	1	5265	7	1	1
17968	1	1968	7	3	1
201	1	1041	7	1	1
200	1	1033	7	4	4
17924	1	1968	7	1	1
3530	1	11325	7	1	1
341	1	1011	7	3	3
6876	1	83	7	3	3
6842	1	83	7	1	1
17617	1	2486	7	3	1
21267	1	318	7	4	4
86	1	303	7	3	3
1661	1	115116	7	1	1
90	1	1042	7	3	3
573	1	1081	7	1	1
6824	1	2737	7	1	1
24807	1	15292	7	4	3
572	1	1087	7	1	1
6746	1	2262	7	4	3
17623	1	2459	7	1	1
6834	1	83	7	4	3
3523	1	15736	7	3	3
18196	1	1015	7	1	1
18372	1	1034	7	3	3
16091	1	5265	7	1	1
24804	1	15292	7	4	4
3599	1	15565	7	4	4
180	1	281	7	3	3
462	1	1062	7	1	1
183	1	281	7	1	1
24894	1	14069	7	1	1
8766	1	15375	7	1	1
625	1	1082	7	3	3
1640	1	115206	7	1	1
980096	1	1094	7	1	1
18087	1	2748	7	1	1
1615	1	115204	7	3	1
1330	1	115135	7	1	1
17624	1	2459	7	1	1
6874	1	83	7	4	4
21326	1	1029	8	3	3
172	1	1005	8	4	3
995	1	115132	8	3	3
563	1	1079	8	1	3
872	1	115210	8	1	1
29612	1	1036	8	4	3
843	1	115210	8	1	1
18247	1	1029	8	4	3
100	1	1042	8	4	3
4722	1	1188	8	3	3
734	1	1061	8	4	3
844	1	115210	8	1	1
21291	1	318	8	1	1
893	1	115210	8	1	1
6857	1	83	8	1	1
1782	1	115153	8	3	1
314	1	1059	8	4	4
930	1	1056	8	1	1
927	1	1049	8	1	1
980025	1	1094	8	4	3
530	1	1073	8	4	3
18262	1	1029	8	3	3
556	1	1079	8	4	3
280	1	1127	8	1	1
197	1	281	8	3	3
1810	1	6680	8	3	3
18212	1	1015	8	4	3
21261	1	318	8	4	3
110	1	1042	8	4	4
21315	1	1041	8	1	1
1818	1	6680	8	3	1
3508	1	12557	8	1	1
557	1	6676	8	1	1
121	1	1031	8	4	3
136	1	294	8	4	3
150	1	308	8	3	1
467	1	1070	8	4	4
559	1	6676	8	3	1
18243	1	1029	8	4	4
89	1	6661	8	4	3
18245	1	1029	8	3	3
14071	1	1009	8	1	1
128	1	294	8	3	3
980165	1	1096	8	3	3
146	1	275	8	4	3
138	1	1204	8	1	1
238	1	285	8	3	3
18202	1	1015	8	4	4
507	1	1040	8	1	1
53615	1	1018	8	4	3
8828	1	15309	8	1	1
248	1	1127	8	3	3
8666	1	10923	8	1	1
228	1	279	8	4	4
98	1	307	8	4	4
916	1	1112	8	3	3
18206	1	1015	8	4	4
94	1	302	8	4	4
957	1	1042	8	1	1
994	1	115132	8	4	4
24852	1	15292	8	3	3
18330	1	321	8	3	3
514	1	1067	8	4	4
318	1	1059	8	4	3
116	1	1042	8	4	4
720	1	1058	8	3	1
3582	1	15565	8	1	1
577	1	6685	8	4	3
18197	1	1015	8	1	1
18271	1	1029	8	1	1
552	1	6684	8	1	1
780	1	1030	8	1	1
185	1	1027	8	1	1
7382	1	1041	8	1	1
130	1	306	8	3	1
582	1	6686	8	3	1
221	1	289	8	4	3
1805	1	6680	8	1	1
18299	1	1034	8	3	3
1746	1	6683	8	3	3
21306	1	324	8	1	1
722	1	1030	8	3	3
3848	1	1057	8	4	3
451	1	1064	8	1	1
187	1	1027	8	3	1
18217	1	1014	8	4	4
889	1	115210	8	3	3
18244	1	1029	8	3	3
110	1	315	8	3	3
1807	1	6679	8	4	4
11742	1	561	8	3	3
192	1	290	8	1	1
259	1	1127	8	3	1
585	1	6663	8	1	1
77777	1	1152	8	1	1
544	1	6684	8	1	1
601	1	6663	8	1	1
449	1	1064	8	3	3
18270	1	1029	8	3	1
18173	1	1029	8	4	4
466	1	1072	8	1	1
1665	1	251311	8	1	1
21330	1	1029	8	1	1
101	1	315	8	4	3
179	1	1005	8	4	3
18214	1	1015	8	3	3
6860	1	83	8	1	1
21270	1	318	8	4	4
13117	1	1029	8	1	1
18266	1	1029	8	4	3
18356	1	1015	8	4	4
980037	1	1094	8	4	4
18395	1	1014	8	4	4
97	1	307	8	4	3
18294	1	1029	8	3	3
1707	1	115187	8	1	1
206	1	281	8	4	3
810	1	1005	8	4	4
89	1	1005	8	4	3
8837	1	15309	8	1	1
1060	1	1031	8	1	1
552	1	1080	8	4	4
896	1	115210	8	1	1
1802	1	6679	8	1	1
1824	1	115143	8	1	1
289	1	1042	8	3	3
980140	1	1094	8	3	3
264	1	1127	8	3	1
18404	1	1014	8	4	3
148	1	304	8	3	1
3539	1	11917	8	1	1
105	1	306	8	1	1
133	1	306	8	3	1
233	1	1127	8	4	4
1714	1	115177	8	3	1
949	1	1042	8	3	3
18396	1	1029	8	1	1
255	1	305	8	3	3
21322	1	1015	8	3	3
18287	1	1029	8	3	3
1747	1	6681	8	3	1
16178	1	5512	8	1	1
21275	1	318	8	4	4
1597	1	115157	8	3	3
1786	1	115147	8	4	4
88	1	1005	8	4	3
453	1	1064	8	1	1
1785	1	115219	8	1	1
131	1	306	8	1	1
1837	1	115185	8	3	3
756	1	6662	8	3	1
461	1	1065	8	4	4
587	1	6691	8	4	3
257	1	1127	8	3	1
252	1	1127	8	3	3
427	1	1035	8	1	1
18236	1	1015	8	4	3
584	1	6663	8	1	1
770	1	6688	8	4	3
18229	1	1015	8	4	4
18346	1	1029	8	4	3
100	1	314	8	1	1
29614	1	1036	8	1	1
573	1	6669	8	3	1
18218	1	1015	8	3	1
18273	1	1029	8	3	1
3565	1	15001	8	3	3
1060	1	1042	8	4	3
21289	1	318	8	1	1
18240	1	1029	8	3	3
9999967	1	1030	8	3	3
521	1	1067	8	4	4
576	1	6685	8	4	4
18192	1	1015	8	3	3
450	1	1064	8	4	4
21302	1	1019	8	1	1
486	1	1076	8	4	4
1812	1	6679	8	3	1
92149	1	11934	8	1	1
21323	1	1015	8	4	4
21304	1	326	8	1	1
1327	1	115159	8	3	1
124	1	1031	8	4	3
18246	1	1029	8	4	4
1813	1	6679	8	1	1
18184	1	1015	8	4	4
112	1	300	8	4	4
18382	1	1014	8	4	4
1744	1	6683	8	3	3
262	1	1127	8	3	1
547	1	1080	8	4	3
557	1	1079	8	1	1
110	1	6661	8	3	3
544	1	1080	8	4	3
134	1	306	8	3	3
395	1	1022	8	3	3
18304	1	1034	8	4	4
21332	1	1015	8	1	1
248	1	305	8	3	3
558	1	6676	8	1	1
553	1	6684	8	3	1
980107	1	1094	8	3	3
690	1	1042	8	4	4
171	1	287	8	3	3
275	1	1127	8	1	1
1802	1	115217	8	1	1
21317	1	320	8	1	1
114	1	1031	8	3	3
190	1	290	8	3	3
118	1	1031	8	4	4
3567	1	13003	8	1	1
1639	1	115120	8	1	1
18376	1	1015	8	4	4
109	1	314	8	3	3
886	1	115210	8	1	1
6815	1	2737	8	1	1
109	1	1042	8	3	3
279	1	1127	8	1	1
1737	1	6682	8	4	3
548	1	1080	8	3	3
586	1	6663	8	3	1
845	1	115210	8	1	1
946	1	1042	8	3	3
1803	1	6679	8	1	1
831	1	1005	8	4	3
6861	1	83	8	3	3
18177	1	1029	8	1	1
266	1	1127	8	3	1
944	1	1059	8	4	4
18215	1	1015	8	3	3
195	1	291	8	3	1
593	1	6678	8	4	4
775	1	6666	8	1	1
240	1	312	8	1	1
202	1	297	8	1	1
21314	1	1028	8	1	1
885	1	115210	8	1	1
551	1	6684	8	1	1
18238	1	1029	8	1	1
215	1	290	8	4	4
306	1	1060	8	3	3
579	1	6686	8	4	3
18329	1	1034	8	4	4
18219	1	1015	8	1	1
11749	1	561	8	3	1
18297	1	1034	8	3	3
197	1	1033	8	4	3
6853	1	83	8	1	1
188	1	1027	8	4	3
1836	1	115185	8	3	3
18406	1	1015	8	3	3
1686	1	115105	8	3	3
561	1	1079	8	3	3
174	1	1005	8	4	3
20156	1	12007	8	1	1
1697	1	115108	8	1	1
1804	1	6679	8	1	1
446	1	1069	8	3	3
106	1	313	8	1	1
18394	1	1014	8	4	4
1701	1	6665	8	1	1
622	1	1082	8	4	3
572	1	6669	8	3	3
93	1	302	8	1	1
1984	1	115117	8	1	1
18371	1	1015	8	3	3
168	1	287	8	4	3
18348	1	1029	8	4	4
1814	1	6679	8	3	1
244	1	284	8	4	4
18375	1	1015	8	3	3
111	1	316	8	4	4
316	1	1059	8	3	3
586	1	1088	8	4	4
556	1	6676	8	1	1
478	1	1076	8	3	3
176	1	1005	8	4	3
1638	1	115137	8	1	1
723	1	1030	8	4	3
61129	1	12007	8	4	4
1059	1	1031	8	1	1
164	1	1005	8	3	3
1783	1	251152	8	3	1
18403	1	1014	8	4	4
18397	1	1014	8	4	4
602	1	6664	8	1	1
1808	1	6680	8	1	1
589	1	6689	8	4	3
601	1	1082	8	3	1
759	1	6662	8	3	1
1058	1	1008	8	3	3
991	1	1116	8	3	1
166	1	285	8	1	1
186	1	1027	8	3	1
18384	1	1014	8	4	4
18402	1	1014	8	4	3
21334	1	1015	8	4	3
980039	1	1094	8	3	3
261	1	1127	8	3	1
1815	1	6679	8	1	1
545	1	6684	8	3	3
1894	1	115166	8	1	1
77777	1	1127	8	3	1
797	1	1003	8	4	3
114	1	1042	8	4	4
8542	1	14524	8	1	1
310	1	1053	8	3	3
18296	1	1034	8	3	3
21333	1	1015	8	4	3
955	1	1042	8	4	3
1801	1	6679	8	3	3
952	1	1042	8	3	3
11743	1	561	8	3	1
96	1	307	8	3	3
20635	1	5261	8	1	1
954	1	1042	8	3	3
18325	1	1029	8	4	3
9999970	1	1059	8	3	3
21070	1	1093	8	3	1
18298	1	1034	8	3	3
91	1	6661	8	3	3
231	1	278	8	4	3
18380	1	1015	8	1	1
124	1	1042	8	3	3
170	1	1005	8	3	3
561	1	6676	8	1	1
11777	1	561	8	1	1
590	1	6690	8	3	1
962	1	1042	8	3	3
106	1	6661	8	1	1
445	1	1085	8	4	4
21315	1	1047	8	1	1
1696	1	115195	8	3	3
173	1	1005	8	4	3
560	1	6676	8	1	1
168	1	1005	8	3	3
760	1	6662	8	4	3
242	1	285	8	1	1
1811	1	6682	8	3	1
74	1	6687	8	1	1
828	1	1005	8	4	4
64063	1	5901	8	1	1
1820	1	6683	8	3	3
239	1	286	8	3	1
537	1	1080	8	4	3
93	1	6661	8	3	3
755	1	6662	8	1	1
16179	1	2861	8	1	1
1403	1	1009	8	3	1
1820	1	115188	8	1	1
99	1	307	8	4	3
17743	1	120	8	3	3
891	1	115210	8	3	1
894	1	115210	8	1	1
18288	1	1029	8	4	4
135	1	306	8	1	1
132	1	306	8	1	1
897	1	115210	8	1	1
101	1	6661	8	3	3
12274	1	5266	8	4	4
1807	1	251562	8	1	1
18256	1	1029	8	4	4
184	1	290	8	3	3
66	1	6687	8	3	3
6859	1	83	8	1	1
583	1	6663	8	4	3
980105	1	1094	8	4	4
947	1	1042	8	1	1
551	1	1080	8	4	4
548	1	6684	8	1	1
1751	1	6683	8	3	3
103	1	306	8	3	1
1806	1	6679	8	3	3
194	1	290	8	3	3
1809	1	6680	8	3	3
1666	1	115131	8	1	1
18290	1	1029	8	4	4
102	1	6661	8	3	3
104	1	306	8	1	1
18378	1	1015	8	3	3
961	1	1042	8	3	1
1691	1	115149	8	3	3
841	1	6667	8	4	4
77777	1	1079	8	1	1
17761	1	120	8	3	3
273	1	1127	8	1	1
176	1	290	8	4	3
1739	1	6683	8	3	1
163	1	1005	8	3	3
9999962	1	1036	8	3	3
1649	1	115178	8	1	1
18300	1	1034	8	1	1
21335	1	1015	8	1	1
546	1	6684	8	1	1
276	1	1127	8	1	1
122	1	1031	8	4	3
120	1	1031	8	4	4
18367	1	1029	8	4	3
63064	1	2085	8	1	1
199	1	1033	8	4	3
591	1	6690	8	3	1
473	1	1076	8	3	3
980166	1	1096	8	1	1
18242	1	1029	8	3	3
12246	1	5266	8	1	1
24936	1	14069	8	3	1
198	1	1033	8	4	3
107	1	6661	8	1	1
84	1	1005	8	4	4
305	1	1060	8	3	3
8543	1	14524	8	3	1
1084	1	1031	8	1	1
9999966	1	1036	8	4	4
980158	1	1096	8	3	3
1660	1	115111	8	1	1
929	1	1049	8	1	1
513	1	1067	8	3	3
17745	1	120	8	3	3
980135	1	1094	8	4	3
315	1	1059	8	3	3
254	1	305	8	4	3
980132	1	1094	8	3	1
137	1	294	8	1	1
18333	1	321	8	1	1
943	1	1059	8	3	3
1711	1	115165	8	4	3
528	1	1073	8	4	4
172	1	287	8	1	1
21307	1	322	8	1	1
18289	1	1029	8	4	4
92	1	306	8	1	1
980159	1	1096	8	4	4
758	1	6662	8	4	4
18248	1	1029	8	4	4
129	1	306	8	1	1
895	1	115210	8	1	1
549	1	6684	8	3	1
76	1	6671	8	3	1
1735	1	6682	8	4	3
92	1	6661	8	3	3
18176	1	1029	8	4	4
8628	1	15622	8	3	1
574	1	6668	8	4	4
821	1	1005	8	3	3
842	1	115210	8	4	4
460	1	1065	8	4	3
1684	1	115105	8	3	1
1816	1	6680	8	1	1
274	1	1127	8	1	1
95	1	309	8	4	3
277	1	1127	8	1	1
887	1	115210	8	1	1
1685	1	115105	8	1	1
183	1	1027	8	1	1
1694	1	115149	8	3	1
18183	1	1015	8	3	3
18281	1	1034	8	3	1
604	1	115134	8	1	1
190	1	1039	8	3	1
18347	1	1014	8	3	3
159	1	310	8	3	3
550	1	6684	8	1	1
18280	1	1034	8	1	1
1771	1	6670	8	1	1
1752	1	6682	8	3	3
235	1	299	8	3	3
113	1	1031	8	4	3
311	1	1053	8	4	3
20162	1	12072	8	1	1
1736	1	6682	8	3	1
309	1	1053	8	4	3
1657	1	115209	8	3	3
236	1	1110	8	4	3
719	1	1058	8	3	1
890	1	115210	8	1	1
243	1	284	8	1	1
980141	1	1094	8	1	1
818	1	1005	8	4	3
107	1	302	8	4	4
555	1	6676	8	1	1
953	1	1042	8	3	3
511	1	1040	8	1	1
464	1	1072	8	3	3
29615	1	1036	8	3	3
945	1	1059	8	4	3
15926	1	5266	9	1	1
18231	1	1015	9	4	3
9351	1	13970	9	1	1
9896	1	2192	9	1	1
9897	1	2192	9	1	1
17797	1	120	9	1	1
1304	4	130	9	1	1
50334	1	271	9	1	1
24980	1	14069	9	1	1
12227	1	5266	9	1	1
17609	1	5303	9	1	1
493	1	1067	9	1	1
16014	1	5266	9	1	1
1005	1	1005	9	1	1
15927	1	5266	9	1	1
21285	1	318	9	3	3
12234	1	5266	9	1	1
50285	1	271	9	1	1
1822	1	115123	9	1	1
17881	1	5901	9	1	1
50270	1	271	9	1	1
63246	1	2356	9	1	1
16086	1	5265	9	1	1
1436	6	143	9	1	1
16043	1	5266	9	1	1
17610	1	5303	9	1	1
9399	1	14022	9	1	1
3794	1	5410	9	1	1
9393	1	14022	9	1	1
24268	1	2192	9	1	1
17648	1	2737	9	1	1
24104	1	2192	9	1	1
11785	1	561	9	1	1
6730	1	2262	9	1	1
50231	1	271	9	1	1
1437	7	143	9	1	1
24957	1	14069	9	1	1
24058	1	5410	9	1	1
17867	1	4248	9	1	1
16119	1	5265	9	1	1
165	1	165	9	1	1
17645	1	2737	9	1	1
16011	1	5266	9	1	1
24084	1	5410	9	1	1
12260	1	5266	9	1	1
8767	1	15375	9	1	1
24986	1	14069	9	1	1
24266	1	2192	9	1	1
61116	1	12007	9	1	1
12255	1	5266	9	1	1
9390	1	14022	9	1	1
15916	1	5266	9	1	1
24252	1	2192	9	1	1
76751	1	5511	9	1	1
50038	1	6338	9	1	1
50240	1	271	9	1	1
76752	1	5511	9	1	1
15944	1	5266	9	1	1
50274	1	271	9	1	1
6731	1	2262	9	1	1
3809	1	5410	9	1	1
24081	1	5410	9	1	1
1891	1	115160	9	1	1
24262	1	2192	9	1	1
416	1	1002	9	1	1
6812	1	2737	9	1	1
24100	1	2192	9	1	1
1301	1	130	9	1	1
24091	1	5410	9	1	1
15985	1	5266	9	1	1
20649	1	5259	9	1	1
3811	1	5410	9	1	1
24264	1	2192	9	1	1
16181	1	5261	9	1	1
76750	1	2566	9	1	1
24933	1	14069	9	1	1
16094	1	5265	9	1	1
11783	1	561	9	1	1
63240	1	2356	9	1	1
3525	1	14674	9	1	1
1302	2	130	9	1	1
17983	1	1968	9	1	1
1421	1	142	9	1	1
17906	1	5901	9	1	1
76729	1	5511	9	1	1
1805	1	115128	9	1	1
3800	1	5410	9	1	1
17730	1	2737	9	1	1
20143	1	12007	9	3	3
9352	1	13970	9	1	1
50329	1	271	9	1	1
6797	1	2737	9	1	1
1425	5	142	9	1	1
63256	1	2356	9	1	1
24085	1	5410	9	1	1
30693	1	2192	9	1	1
76756	1	5511	9	1	1
1968	1	115172	9	1	1
9398	1	14022	9	1	1
50295	1	271	9	1	1
24851	1	15292	9	1	1
6729	1	2262	9	1	1
18031	1	2748	9	1	1
8577	1	11911	9	1	1
63239	1	2356	9	1	1
325	1	1054	9	1	1
15925	1	5266	9	1	1
322	1	1001	9	1	1
15988	1	5266	9	1	1
15923	1	5266	9	1	1
16117	1	5265	9	1	1
24927	1	14069	9	1	1
16163	1	12480	9	1	1
1333	1	115144	9	1	1
8847	1	15425	9	1	1
9898	1	2192	9	1	1
24265	1	2192	9	1	1
6743	1	2262	9	1	1
16016	1	5266	9	1	1
16182	1	5261	9	1	1
324	1	1016	9	1	1
24907	1	14069	9	1	1
17655	1	2737	9	1	1
12261	1	5266	9	1	1
5288	1	1161	9	1	1
184	1	1027	9	1	1
323	1	1017	9	1	1
8553	1	11895	9	1	1
1825	1	115215	9	1	1
24086	1	5410	9	1	1
6737	1	2262	9	1	1
6728	1	2262	9	1	1
12243	1	5266	9	1	1
209	1	209	9	1	1
24941	1	14069	9	1	1
30155	1	303481	9	1	1
980142	1	1094	9	1	1
17735	1	2737	9	1	1
24982	1	14069	9	1	1
16056	1	5266	9	1	1
11752	1	561	9	1	1
17658	1	2737	9	1	1
50342	1	6405	9	1	1
24860	1	15292	9	1	1
16083	1	5265	9	1	1
17656	1	2737	9	1	1
16031	1	5266	9	1	1
16022	1	5266	9	1	1
24956	1	14069	9	1	1
1433	3	143	9	1	1
12252	1	5266	9	1	1
20650	1	5258	9	1	1
1598	1	115128	9	1	1
3793	1	5410	9	1	1
24928	1	14069	9	1	1
17986	1	1968	9	1	1
3808	1	5410	9	1	1
6813	1	2737	9	1	1
6740	1	2262	9	1	1
423	1	1002	9	1	1
980091	1	1094	9	1	1
17971	1	1968	9	1	1
17890	1	5901	9	1	1
1698	1	115162	9	1	1
61117	1	12007	9	1	1
49456	1	6214	9	4	3
16012	1	5266	9	1	1
17894	1	5901	9	1	1
24061	1	5410	9	1	1
16035	1	5266	9	1	1
15924	1	5266	9	1	1
3795	1	5410	9	1	1
6796	1	2737	9	1	1
12250	1	5266	9	1	1
1424	4	142	9	1	1
16003	1	5266	9	1	1
17874	1	5901	9	1	1
433	1	1035	9	1	1
8560	1	14524	9	1	1
30152	1	303481	9	1	1
15979	1	5266	9	1	1
17710	1	4205	9	1	1
24853	1	15292	9	1	1
76721	1	5511	9	1	1
41335	1	5257	9	1	1
1431	1	143	9	1	1
17760	1	120	9	1	1
15934	1	5266	9	1	1
1434	4	143	9	1	1
24872	1	14069	9	1	1
16145	1	5265	9	1	1
12264	1	5266	9	1	1
6736	1	2262	9	1	1
16108	1	5265	9	1	1
17649	1	2737	9	1	1
15972	1	5266	9	1	1
1422	2	142	9	1	1
419	1	1002	9	1	1
17731	1	2737	9	1	1
17663	1	2737	9	1	1
24983	1	14069	9	1	1
17657	1	2737	9	1	1
327	1	1011	9	1	1
16151	1	5265	9	1	1
50335	1	271	9	1	1
30148	1	303481	9	3	1
9376	1	13367	9	1	1
63220	1	2356	9	1	1
17654	1	2737	9	1	1
841	1	115210	9	1	1
8670	1	15621	9	1	1
15993	1	5266	9	1	1
20651	1	5258	9	1	1
24871	1	15292	9	1	1
24954	1	14069	9	1	1
1784	1	115109	9	1	1
6858	1	83	9	1	1
16047	1	5266	9	1	1
108	1	115142	9	1	1
6753	1	2262	9	1	1
16006	1	5266	9	1	1
1432	2	143	9	1	1
6727	1	2262	9	1	1
12245	1	5266	9	1	1
1191	1	1191	9	1	1
1423	3	142	9	1	1
11787	1	561	9	1	1
980031	1	1094	9	1	1
3807	1	5410	9	1	1
407	1	1002	9	1	1
50302	1	271	9	1	1
24971	1	14069	9	1	1
1435	5	143	9	1	1
24881	1	14069	9	1	1
