ca_id	site_id	part_id	clust_leg	clust_te
3793	5410	1	1	6
20645	4248	1	1	3
18220	1015	1	1	3
21321	1015	1	1	8
50282	271	1	1	4
595	251151	1	1	4
6825	2737	1	1	8
6821	2737	1	1	5
1650	115207	1	1	7
3504	14016	1	1	7
17979	1968	1	1	6
383	1013	1	1	7
24928	14069	1	1	6
92705	11934	1	1	10
6741	2262	1	1	8
24855	15292	1	1	10
1963	115176	1	1	4
3555	12731	1	1	4
17986	1968	1	1	1
1059	1031	1	1	5
3550	11783	1	1	4
24071	5410	1	1	3
92699	11934	1	1	7
3808	5410	1	1	3
3544	11783	1	1	4
2089	13838	1	1	4
8842	15660	1	1	7
6864	83	1	1	3
8788	12062	1	1	4
16039	5266	1	1	1
581	6686	1	1	4
17875	5901	1	1	8
50290	271	1	1	10
16019	5266	1	1	1
1634	115112	1	1	5
431	1035	1	1	2
549	1080	1	1	7
92148	11934	1	1	4
6740	2262	1	1	10
8754	15375	1	1	4
1826	115140	1	1	2
423	1002	1	1	3
980091	1094	1	1	2
1894	115166	1	1	5
20149	12007	1	1	3
8790	12062	1	1	4
17971	1968	1	1	1
17890	5901	1	1	6
6756	840	1	1	8
16138	5265	1	1	8
1698	115162	1	1	10
409	1002	1	1	5
17741	120	1	1	8
15977	5266	1	1	9
61117	12007	1	1	6
8547	11148	1	1	4
61131	12007	1	1	4
6849	83	1	1	3
90	306	1	1	4
1754	6673	1	1	4
24833	15292	1	1	4
3502	12940	1	1	7
16012	5266	1	1	1
92695	11934	1	1	7
17894	5901	1	1	1
24054	2192	1	1	2
24061	5410	1	1	3
17769	120	1	1	10
8548	11148	1	1	4
100	6661	1	1	4
8626	14493	1	1	7
16035	5266	1	1	10
21309	322	1	1	5
3587	15565	1	1	4
1804	115146	1	1	4
3795	5410	1	1	6
76716	2113	1	1	8
6855	83	1	1	8
8844	15425	1	1	7
12241	5266	1	1	4
6796	2737	1	1	6
432	1035	1	1	5
12071	11146	1	1	4
3510	14229	1	1	7
560	1079	1	1	7
12250	5266	1	1	1
188	290	1	1	5
30150	303481	1	1	3
1424	142	4	1	6
16003	5266	1	1	1
17874	5901	1	1	8
8667	11911	1	1	8
1710	115182	1	1	7
11803	2192	1	1	2
6800	2737	1	1	3
433	1035	1	1	2
6851	83	1	1	6
8560	14524	1	1	8
20148	12007	1	1	8
66900	15561	1	1	4
154	1172	1	1	5
6852	83	1	1	8
3527	14674	1	1	8
8792	12062	1	1	4
15990	5266	1	1	9
182	1027	1	1	5
8665	15621	1	1	7
30152	303481	1	1	2
15979	5266	1	1	2
50252	271	1	1	4
9889	2192	1	1	8
1614	115119	1	1	7
17710	4205	1	1	1
980110	1094	1	1	4
109	115156	1	1	7
561	6676	1	1	5
980129	1094	1	1	8
156	281	1	1	8
394	1022	1	1	5
8742	13862	1	1	3
24853	15292	1	1	6
76721	5511	1	1	2
41335	5257	1	1	10
3810	5410	1	1	10
8544	11148	1	1	4
1431	143	1	1	6
18045	2748	1	1	8
16026	5266	1	1	8
8830	11395	1	1	4
16053	5266	1	1	10
24073	2192	1	1	8
96	6661	1	1	4
17760	120	1	1	6
547	6684	1	1	5
3598	15565	1	1	7
1331	115135	1	1	3
50230	271	1	1	10
17940	1968	1	1	1
3572	10574	1	1	4
6501	14234	1	1	7
980117	1094	1	1	2
92698	11934	1	1	4
15929	5266	1	1	5
16027	5266	1	1	9
8698	15424	1	1	6
17749	120	1	1	2
76754	5511	1	1	10
15934	5266	1	1	2
24867	15292	1	1	8
6818	2737	1	1	8
1434	143	4	1	6
15962	5266	1	1	10
64063	5901	1	1	8
92146	11934	1	1	4
24872	14069	1	1	6
106	115156	1	1	7
15950	5266	1	1	9
5203	1132	1	1	3
11780	561	1	1	6
755	6662	1	1	5
384	1013	1	1	7
1820	115188	1	1	5
12264	5266	1	1	10
3536	12557	1	1	8
3500	10537	1	1	7
465	1072	1	1	9
17937	1968	1	1	1
135	306	1	1	5
6736	2262	1	1	10
50288	271	1	1	10
12253	5266	1	1	4
12066	11146	1	1	4
414	1002	1	1	5
17649	2737	1	1	1
382	1013	1	1	7
15972	5266	1	1	10
8582	11911	1	1	4
18279	1034	1	1	5
92704	11934	1	1	5
12226	5266	1	1	1
1422	142	2	1	6
31	901	1	1	4
3494	14016	1	1	7
17731	2737	1	1	1
24983	14069	1	1	6
1633	115170	1	1	4
6859	83	1	1	5
980034	1094	1	1	2
947	1042	1	1	5
321	1020	1	1	2
17657	2737	1	1	1
30	901	1	1	4
15957	5266	1	1	8
6	901	1	1	8
327	1011	1	1	2
933	115126	1	1	7
6790	2737	1	1	8
980099	1094	1	1	8
24055	2192	1	1	2
104	306	1	1	5
50335	271	1	1	10
295	1112	1	1	7
15956	5266	1	1	9
9444	14490	1	1	8
92694	11934	1	1	4
9376	13367	1	1	10
1787	115216	1	1	4
3600	15565	1	1	7
17654	2737	1	1	1
8545	11148	1	1	4
16081	5265	1	1	1
841	115210	1	1	2
1664	115101	1	1	4
50275	271	1	1	2
8757	15375	1	1	7
1895	251391	1	1	10
17770	120	1	1	6
1953	1038	1	1	4
3526	10807	1	1	8
274	1042	1	1	10
20139	12007	1	1	8
1617	115194	1	1	4
3564	15945	1	1	5
9871	2192	1	1	4
8670	15621	1	1	6
6805	2737	1	1	1
15993	5266	1	1	10
20651	5258	1	1	6
1801	115122	1	1	4
24954	14069	1	1	6
24897	14069	1	1	6
3601	15565	1	1	4
1784	115109	1	1	6
1649	115178	1	1	5
546	6684	1	1	5
21287	318	1	1	10
8570	11911	1	1	7
16122	5265	1	1	8
94	6661	1	1	5
6858	83	1	1	2
375	1013	1	1	7
63064	2085	1	1	3
8712	10958	1	1	7
16047	5266	1	1	9
50296	271	1	1	10
108	115142	1	1	1
3499	11955	1	1	7
411	1002	1	1	5
3520	11956	1	1	4
3506	10225	1	1	7
6753	2262	1	1	10
6841	83	1	1	3
3522	14481	1	1	4
16006	5266	1	1	10
1432	143	2	1	6
24896	14069	1	1	6
6727	2262	1	1	2
8789	12062	1	1	4
415	1002	1	1	5
980089	1094	1	1	6
8587	11911	1	1	4
15959	5266	1	1	8
8662	15621	1	1	7
1602	115127	1	1	4
980038	1094	1	1	2
8625	14493	1	1	7
12245	5266	1	1	10
30137	303481	1	1	2
3505	14016	1	1	7
16082	5265	1	1	2
980057	1094	1	1	6
107	6661	1	1	5
373	1013	1	1	7
1636	115208	1	1	5
1423	142	3	1	6
980031	1094	1	1	2
16129	5265	1	1	1
3546	14434	1	1	4
1660	115111	1	1	8
3807	5410	1	1	3
929	1049	1	1	5
117	1042	1	1	6
15938	5266	1	1	10
1653	115218	1	1	7
8671	11911	1	1	7
8824	12378	1	1	4
50302	271	1	1	10
61134	10187	1	1	4
842	6675	1	1	7
1625	115107	1	1	2
137	294	1	1	5
24971	14069	1	1	6
61130	12007	1	1	2
111	1042	1	1	8
1435	143	5	1	6
18047	2748	1	1	9
88	6661	1	1	5
24881	14069	1	1	3
3589	15565	1	1	4
92	306	1	1	5
422	1002	1	1	5
8848	14676	1	1	8
376	1013	1	1	7
12257	5266	1	1	3
8724	15660	1	1	7
12231	5266	1	1	1
8787	12062	1	1	4
8752	15375	1	1	4
8765	15375	1	1	7
690	251181	1	1	8
24069	5410	1	1	3
8549	13099	1	1	5
24895	14069	1	1	3
1438	143	8	1	6
1621	115207	1	1	7
16000	5266	1	1	10
17887	5901	1	1	8
413	1002	1	1	3
6745	2262	1	1	10
129	306	1	1	5
15928	5266	1	1	7
895	115210	1	1	8
24082	5410	1	1	3
18068	2748	1	1	6
76719	2113	1	1	3
17948	1968	1	1	8
432	1079	1	1	8
8561	11911	1	1	4
3571	10574	1	1	7
1708	6674	1	1	4
418	1002	1	1	2
9999465	6667	1	1	4
92083	11934	1	1	4
6847	83	1	1	10
15946	5266	1	1	9
1612	115154	1	1	7
374	1013	1	1	7
3543	11783	1	1	4
8759	15375	1	1	8
16041	5266	1	1	9
174	287	1	1	10
61136	10187	1	1	2
333	1173	1	1	3
3496	15302	1	1	7
8791	12062	1	1	4
16127	5265	1	1	8
8550	13099	1	1	7
1663	115203	1	1	4
16150	5265	1	1	3
1656	115114	1	1	2
691	1209	1	1	10
183	1027	1	1	5
3590	15565	1	1	4
30145	303481	1	1	10
3570	10574	1	1	7
16037	5266	1	1	10
50338	6434	1	1	2
380	1013	1	1	7
1643	115212	1	1	7
24879	14069	1	1	10
1755	6673	1	1	4
24953	14069	1	1	6
17650	2737	1	1	1
604	115134	1	1	8
8796	11691	1	1	7
24074	2192	1	1	6
76723	5511	1	1	2
111	115179	1	1	8
3530	11325	1	1	8
91	306	1	1	10
516	1067	1	1	5
3563	14993	1	1	6
138	294	1	1	5
18280	1034	1	1	5
21294	318	1	1	10
3492	14016	1	1	7
63221	2356	1	1	8
31191	1106	1	1	8
3554	11783	1	1	4
12247	5266	1	1	3
1661	115116	1	1	8
421	1002	1	1	5
24075	2192	1	1	6
50243	271	1	1	2
17879	5901	1	1	4
16001	5266	1	1	10
24083	5410	1	1	6
297	1112	1	1	7
87	1042	1	1	6
24080	5410	1	1	6
3584	15565	1	1	4
377	1013	1	1	7
21320	1015	1	1	5
3537	13788	1	1	6
8832	10875	1	1	7
12238	5266	1	1	1
6809	2737	1	1	2
17643	2737	1	1	1
8585	11911	1	1	4
92147	11934	1	1	4
3498	14016	1	1	7
803	115118	1	1	7
8763	15375	1	1	7
38	1093	1	1	1
24912	14069	1	1	3
12224	5266	1	1	1
1756	6673	1	1	7
183	281	1	1	8
3548	11783	1	1	7
9422	12739	1	1	6
3797	5410	1	1	6
6726	2262	1	1	10
12233	5266	1	1	1
3574	10574	1	1	7
890	115210	1	1	8
424	1002	1	1	5
65	6687	1	1	7
284	1112	1	1	7
24926	14069	1	1	6
16009	5266	1	1	10
8579	11911	1	1	4
17653	2737	1	1	1
8764	15375	1	1	7
15996	5266	1	1	1
108	6661	1	1	8
532	1067	1	1	7
15967	5266	1	1	1
3583	15565	1	1	7
3586	15565	1	1	4
16036	5266	1	1	10
9999972	1042	1	1	10
24894	14069	1	1	8
15984	5266	1	1	2
17618	2486	1	1	5
8766	15375	1	1	8
76746	5511	1	1	2
24969	14069	1	1	6
49478	6224	1	1	2
980096	1094	1	1	8
18046	2748	1	1	1
18087	2748	1	1	8
555	6676	1	1	5
1604	115106	1	1	4
511	1040	1	1	5
3561	14050	1	1	5
8574	11911	1	1	4
181	1027	1	1	5
1330	115135	1	1	8
6725	2262	1	1	10
1644	115158	1	1	7
15989	5266	1	1	1
24968	14069	1	1	3
11746	561	1	2	1
50325	271	1	2	2
470	1076	1	2	3
292	1122	1	2	4
49526	6213	1	2	5
237	287	1	2	2
24934	14069	1	2	6
24918	14069	1	2	7
21326	1029	1	2	3
172	1005	1	2	8
24981	14069	1	2	6
12268	5266	1	2	2
995	115132	1	2	9
15965	5266	1	2	3
234	310	1	2	4
18319	1034	1	2	4
247	305	1	2	8
29612	1036	1	2	10
843	115210	1	2	9
9896	2192	1	2	2
24836	15292	1	2	7
20163	12072	1	2	4
17973	1968	1	2	1
334	1011	1	2	5
3813	5410	1	2	2
16164	12477	1	2	2
9897	2192	1	2	9
11751	561	1	2	1
18381	1014	1	2	4
476	1076	1	2	10
21278	318	1	2	8
6342	1009	1	2	4
15949	5266	1	2	3
1329	115135	1	2	8
9382	14022	1	2	2
24827	15292	1	2	2
980126	1094	1	2	9
17797	120	1	2	3
4722	1188	1	2	4
980023	1094	1	2	6
17897	5901	1	2	3
701	1195	1	2	8
24859	15292	1	2	5
893	115210	1	2	9
290	1042	1	2	4
512	1040	1	2	5
5198	1118	1	2	7
16111	5265	1	2	3
18338	323	1	2	8
6744	2262	1	2	4
15958	5266	1	2	3
1782	115153	1	2	9
132	1042	1	2	2
24935	14069	1	2	6
17661	2737	1	2	2
1304	130	4	2	2
9428	12739	1	2	7
433	1079	1	2	9
21290	318	1	2	8
553	1080	1	2	5
9425	12739	1	2	2
257	282	1	2	2
50279	271	1	2	6
49473	6240	1	2	5
8755	15375	1	2	2
18042	2748	1	2	2
620	1082	1	2	3
16130	5265	1	2	3
50323	271	1	2	5
980173	1097	1	2	6
980111	1094	1	2	4
980094	1094	1	2	5
18262	1029	1	2	4
16100	5265	1	2	1
6865	83	1	2	4
331	1173	1	2	9
24093	5410	1	2	7
30144	303481	1	2	7
280	1127	1	2	5
64056	5901	1	2	2
197	281	1	2	8
30162	303481	1	2	7
250	305	1	2	4
980106	1094	1	2	2
318	1025	1	2	2
1810	6680	1	2	8
363	1029	1	2	6
562	1079	1	2	9
5207	1134	1	2	9
147	302	1	2	9
17923	5901	1	2	3
15980	5266	1	2	1
64004	12477	1	2	7
496	1065	1	2	10
337	1010	1	2	5
1740	6683	1	2	8
9343	13970	1	2	4
64060	5901	1	2	3
18161	1029	1	2	2
15927	5266	1	2	3
21285	318	1	2	2
9389	14022	1	2	2
250	1127	1	2	5
21315	1041	1	2	10
24924	14069	1	2	6
108	304	1	2	2
24932	14069	1	2	6
17975	1968	1	2	3
16045	5266	1	2	2
18105	5894	1	2	2
49521	6216	1	2	4
16135	5265	1	2	2
1818	6680	1	2	4
50294	271	1	2	2
3508	12557	1	2	8
5	901	2	2	2
6804	2737	1	2	3
1954	1038	1	2	8
980150	1094	1	2	3
50309	271	1	2	2
24253	2192	1	2	8
6738	2262	1	2	4
16088	5265	1	2	3
390	1013	1	2	9
1742	6683	1	2	8
6803	2737	1	2	2
63246	2356	1	2	10
265	1127	1	2	8
57	1153	1	2	9
136	294	1	2	8
489	1074	1	2	4
6789	2737	1	2	3
21272	318	1	2	8
332	1011	1	2	5
980109	1094	1	2	4
150	308	1	2	8
980028	1094	1	2	4
32190	1106	1	2	6
24964	14069	1	2	6
30143	303481	1	2	7
41336	5257	1	2	6
24905	14069	1	2	9
24921	14069	1	2	6
20125	12007	1	2	8
6873	83	1	2	4
559	6676	1	2	8
11758	561	1	2	3
6836	83	1	2	2
89	6661	1	2	8
171	1005	1	2	9
142	275	1	2	4
18245	1029	1	2	8
11778	561	1	2	2
4721	1188	1	2	4
15945	5266	1	2	10
18358	1015	1	2	2
16155	5265	1	2	3
170	287	1	2	4
128	294	1	2	8
187	290	1	2	4
980165	1096	1	2	9
17625	2459	1	2	1
18239	1029	1	2	9
17664	2737	1	2	3
238	285	1	2	8
24877	14069	1	2	6
53615	1018	1	2	10
9393	14022	1	2	2
24826	15292	1	2	8
18254	1029	1	2	4
49483	6224	1	2	5
21311	322	1	2	4
76757	5265	1	2	6
6811	2737	1	2	2
8828	15309	1	2	8
9348	13970	1	2	2
136	1172	1	2	4
18036	2748	1	2	4
9446	12895	1	2	2
248	1127	1	2	5
16144	5265	1	2	2
8551	11911	1	2	4
15998	5266	1	2	2
11754	561	1	2	1
8666	10923	1	2	8
119	115115	1	2	9
50226	271	1	2	6
9379	13367	1	2	6
16157	11000	1	2	4
21281	318	1	2	7
17945	1968	1	2	1
980137	1094	1	2	2
916	1112	1	2	5
24820	15292	1	2	5
50341	6405	1	2	5
354	1021	1	2	5
17934	1968	1	2	7
957	1042	1	2	10
9355	13970	1	2	2
135	1042	1	2	2
76759	2515	1	2	6
24852	15292	1	2	5
49524	6213	1	2	5
18330	321	1	2	8
28	901	1	2	2
11785	561	1	2	3
980156	1095	1	2	6
318	1059	1	2	8
9353	13970	1	2	2
311	1014	1	2	6
980083	1094	1	2	6
720	1058	1	2	10
9334	13970	1	2	2
6757	70	1	2	4
12272	5266	1	2	3
18197	1015	1	2	4
20157	12007	1	2	7
90	6661	1	2	5
6867	83	1	2	4
18271	1029	1	2	8
552	6684	1	2	8
50318	271	1	2	6
24813	15292	1	2	6
780	1030	1	2	10
185	1027	1	2	10
18044	2748	1	2	3
16048	5266	1	2	3
11756	561	1	2	2
7382	1041	1	2	9
50178	274	1	2	6
130	306	1	2	8
16176	12477	1	2	4
88	280	1	2	4
582	6686	1	2	8
24913	14069	1	2	7
614	1091	1	2	5
17958	1968	1	2	3
1805	6680	1	2	8
24987	14069	1	2	6
17628	2459	1	2	3
18299	1034	1	2	8
1746	6683	1	2	8
